#baryon fraction in the ADIAB simulation
#z,log10(mass_lower),log10(mass_upper),mass_mean,mass_errl,mass_erru,fb_mean,fb_errl,fb_erru
#notes: redshift,"mass bin, lower end","mass bin, upper end",mean mass in the bin,"1sigma error of mass, lower end","1sigma error of mass, upper end",mean baryon fraction in the bin,"1sigma error of baryon fraction, lower end","1sigma error of baryon fraction, upper end"
#units: 1,log10(Msol),log10(Msol),Msol,Msol,Msol,1,1,1
9.60915,8.5,9.5,6.59608e+08,2.033e+07,2.11556e+07,0.8362,0.00293526,0.00293045
9.60915,8.6,9.6,8.22144e+08,3.07055e+07,3.23944e+07,0.847828,0.00309688,0.00308575
9.60915,8.7,9.7,1.00167e+09,4.29256e+07,4.53426e+07,0.858106,0.00341231,0.00335896
9.60915,8.8,9.8,1.25347e+09,6.59099e+07,7.12339e+07,0.865147,0.00393225,0.00387734
9.60915,8.9,9.9,1.52014e+09,9.30103e+07,1.02958e+08,0.868917,0.00432219,0.00427558
9.60915,9,10,1.91177e+09,1.47185e+08,1.66346e+08,0.874613,0.0048713,0.0048056
9.60915,9.1,10.1,2.35355e+09,2.14261e+08,2.42439e+08,0.877733,0.0059567,0.00592509
9.60915,9.2,10.2,3.12197e+09,3.51602e+08,4.06702e+08,0.880289,0.00742372,0.00734346
9.60915,9.3,10.3,4.34091e+09,6.62211e+08,8.22551e+08,0.882552,0.00838359,0.00832981
9.60915,9.4,10.4,5.18249e+09,8.39241e+08,1.05531e+09,0.886939,0.00946885,0.00944159
9.60915,9.5,10.5,6.6286e+09,1.40962e+09,1.89706e+09,0.886296,0.0114045,0.0114444
9.60915,9.6,10.6,8.75955e+09,2.0812e+09,2.81597e+09,0.895086,0.0144017,0.0143626
9.60915,9.7,10.7,9.8875e+09,2.42353e+09,3.35228e+09,0.894926,0.0152642,0.0157074
9.60915,9.8,10.8,1.2617e+10,3.32191e+09,4.53305e+09,0.894702,0.0191692,0.0190075
9.60915,9.9,10.9,1.47008e+10,3.94326e+09,5.35087e+09,0.897051,0.0222991,0.0225289
9.60915,10,11,1.81485e+10,5.17219e+09,6.46572e+09,0.898422,0.0339712,0.0339712
9.60915,10.1,11.1,2.00843e+10,5.25903e+09,6.81073e+09,0.884928,0.0300772,0.0319306
9.60915,10.2,11.2,2.2376e+10,4.98441e+09,7.68683e+09,0.869341,0.0274687,0.0244483
9.60915,10.3,11.3,3.00628e+10,0,0,0.841872,0,0
9.60915,10.4,11.4,3.00628e+10,0,0,0.841872,0,0
9.60915,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
9.76845,7.5,8.5,8.12492e+07,745552,757496,0.5887,0.00160806,0.0016076
9.76845,7.6,8.6,9.98487e+07,1.02347e+06,1.03325e+06,0.616018,0.00175824,0.00175023
9.76845,7.7,8.7,1.21718e+08,1.39766e+06,1.40401e+06,0.644896,0.00185824,0.00187732
9.76845,7.8,8.8,1.50662e+08,1.96348e+06,1.96769e+06,0.675073,0.00201106,0.00200683
9.76845,7.9,8.9,1.87554e+08,2.75545e+06,2.78928e+06,0.706718,0.00213901,0.00215769
9.76845,8,9,2.31976e+08,3.89169e+06,3.94707e+06,0.734028,0.00228182,0.0022934
9.76845,8.1,9.1,2.87909e+08,5.51094e+06,5.59265e+06,0.759931,0.00243516,0.00241758
9.76845,8.2,9.2,3.61665e+08,8.04468e+06,8.24932e+06,0.785139,0.00254075,0.00253074
9.76845,8.3,9.3,4.44706e+08,1.11038e+07,1.1419e+07,0.805368,0.00270262,0.00264188
9.76845,8.4,9.4,5.38036e+08,1.51185e+07,1.54174e+07,0.820838,0.00291649,0.00288439
9.76845,8.5,9.5,6.61927e+08,2.13111e+07,2.18588e+07,0.836429,0.00306843,0.0030421
9.76845,8.6,9.6,8.24039e+08,3.18446e+07,3.34906e+07,0.847979,0.00330807,0.00328215
9.76845,8.7,9.7,9.9754e+08,4.39896e+07,4.70256e+07,0.855723,0.00368792,0.0036816
9.76845,8.8,9.8,1.242e+09,6.52247e+07,7.04813e+07,0.862202,0.00416426,0.0041576
9.76845,8.9,9.9,1.51525e+09,9.37267e+07,1.03696e+08,0.867774,0.00466723,0.00462301
9.76845,9,10,1.92421e+09,1.57192e+08,1.78836e+08,0.870915,0.00521457,0.00519502
9.76845,9.1,10.1,2.38199e+09,2.32539e+08,2.689e+08,0.874877,0.00635965,0.00637477
9.76845,9.2,10.2,3.0632e+09,3.4514e+08,3.99785e+08,0.878534,0.007863,0.00782393
9.76845,9.3,10.3,4.25084e+09,6.72607e+08,8.38225e+08,0.884104,0.00955172,0.00938823
9.76845,9.4,10.4,5.05117e+09,8.43426e+08,1.05904e+09,0.884534,0.0105851,0.0104111
9.76845,9.5,10.5,6.47817e+09,1.41469e+09,1.92517e+09,0.887165,0.0130291,0.0127437
9.76845,9.6,10.6,8.60133e+09,2.09868e+09,2.84901e+09,0.891371,0.0167983,0.0166298
9.76845,9.7,10.7,9.84954e+09,2.52203e+09,3.43984e+09,0.890086,0.0181414,0.0163213
9.76845,9.8,10.8,1.18879e+10,3.1987e+09,4.33885e+09,0.897343,0.0187776,0.0177261
9.76845,9.9,10.9,1.38877e+10,3.82326e+09,5.02167e+09,0.897161,0.0201887,0.020399
9.76845,10,11,1.89613e+10,5.67682e+09,6.68638e+09,0.889362,0.0301053,0.0300195
9.76845,10.1,11.1,2.14363e+10,4.06173e+09,6.9691e+09,0.874713,0.0294697,0.0265836
9.76845,10.2,11.2,2.14363e+10,4.06173e+09,6.9691e+09,0.874713,0.0294697,0.0265836
9.76845,10.3,11.3,2.84054e+10,0,0,0.845243,0,0
9.76845,10.4,11.4,2.84054e+10,0,0,0.845243,0,0
9.76845,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
9.93386,7.5,8.5,8.07064e+07,753019,763936,0.589113,0.00164124,0.00164844
9.93386,7.6,8.6,9.92339e+07,1.04014e+06,1.0506e+06,0.616173,0.001777,0.00178654
9.93386,7.7,8.7,1.21214e+08,1.42844e+06,1.43042e+06,0.644889,0.00192072,0.00191362
9.93386,7.8,8.8,1.50167e+08,1.99648e+06,2.015e+06,0.675477,0.00205626,0.00205975
9.93386,7.9,8.9,1.86524e+08,2.80995e+06,2.87289e+06,0.706323,0.00218729,0.00220198
9.93386,8,9,2.29079e+08,3.94187e+06,3.9993e+06,0.733096,0.00234556,0.00234789
9.93386,8.1,9.1,2.86172e+08,5.64924e+06,5.7683e+06,0.759805,0.00252427,0.00248403
9.93386,8.2,9.2,3.59638e+08,8.25263e+06,8.45418e+06,0.78421,0.00264157,0.00261675
9.93386,8.3,9.3,4.3862e+08,1.12273e+07,1.15406e+07,0.803965,0.0027885,0.00277856
9.93386,8.4,9.4,5.3115e+08,1.52835e+07,1.57178e+07,0.819426,0.00302706,0.00299046
9.93386,8.5,9.5,6.54385e+08,2.15967e+07,2.27819e+07,0.835378,0.00316572,0.00315037
9.93386,8.6,9.6,8.09198e+08,3.18181e+07,3.34013e+07,0.846381,0.00348492,0.00343637
9.93386,8.7,9.7,1.01009e+09,4.86376e+07,5.20109e+07,0.855076,0.00398546,0.00396036
9.93386,8.8,9.8,1.2402e+09,6.9309e+07,7.62355e+07,0.863624,0.00441546,0.0043766
9.93386,8.9,9.9,1.51471e+09,1.00447e+08,1.10074e+08,0.869371,0.0051142,0.00506454
9.93386,9,10,1.91033e+09,1.64729e+08,1.86966e+08,0.870863,0.00582002,0.00581882
9.93386,9.1,10.1,2.34703e+09,2.28463e+08,2.60098e+08,0.875016,0.00689655,0.00688621
9.93386,9.2,10.2,3.0678e+09,3.41927e+08,3.87217e+08,0.877558,0.00886073,0.00875525
9.93386,9.3,10.3,4.11099e+09,6.45488e+08,8.22569e+08,0.882998,0.00962871,0.00979301
9.93386,9.4,10.4,4.83167e+09,8.07792e+08,1.04138e+09,0.882838,0.0110124,0.0111238
9.93386,9.5,10.5,6.26389e+09,1.40514e+09,1.91485e+09,0.886944,0.0127142,0.0127813
9.93386,9.6,10.6,7.91273e+09,1.94627e+09,2.65655e+09,0.888748,0.0166557,0.0166765
9.93386,9.7,10.7,1.05199e+10,2.86626e+09,3.83288e+09,0.888923,0.0191205,0.0188822
9.93386,9.8,10.8,1.20993e+10,3.57947e+09,4.25309e+09,0.881687,0.0215426,0.0222284
9.93386,9.9,10.9,1.35225e+10,3.91638e+09,5.06056e+09,0.886614,0.0255994,0.0248572
9.93386,10,11,2.01869e+10,3.03266e+09,5.98675e+09,0.884891,0.0278504,0.032798
9.93386,10.1,11.1,2.01869e+10,3.03266e+09,5.98675e+09,0.884891,0.0278504,0.032798
9.93386,10.2,11.2,2.01869e+10,3.03266e+09,5.98675e+09,0.884891,0.0278504,0.032798
9.93386,10.3,11.3,2.61736e+10,0,0,0.857041,0,0
9.93386,10.4,11.4,2.61736e+10,0,0,0.857041,0,0
9.93386,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
10.1058,7.5,8.5,8.0102e+07,766954,774423,0.58821,0.00168148,0.00168268
10.1058,7.6,8.6,9.83523e+07,1.06214e+06,1.06327e+06,0.615252,0.00182714,0.00183058
10.1058,7.7,8.7,1.20807e+08,1.46876e+06,1.48787e+06,0.644275,0.00197034,0.00197019
10.1058,7.8,8.8,1.48592e+08,2.02444e+06,2.05598e+06,0.674321,0.00215097,0.00212542
10.1058,7.9,8.9,1.85457e+08,2.89582e+06,2.90802e+06,0.705352,0.00228178,0.00229606
10.1058,8,9,2.28675e+08,4.02563e+06,4.09034e+06,0.732863,0.0024304,0.00244126
10.1058,8.1,9.1,2.85191e+08,5.84165e+06,5.93475e+06,0.759935,0.00257699,0.00258922
10.1058,8.2,9.2,3.55995e+08,8.53457e+06,8.6338e+06,0.783205,0.00274946,0.0027116
10.1058,8.3,9.3,4.37739e+08,1.17026e+07,1.19961e+07,0.802145,0.00298105,0.00294785
10.1058,8.4,9.4,5.25476e+08,1.54918e+07,1.58969e+07,0.819454,0.00311739,0.00310752
10.1058,8.5,9.5,6.52243e+08,2.28802e+07,2.39826e+07,0.834504,0.00337689,0.00336283
10.1058,8.6,9.6,7.97589e+08,3.23953e+07,3.45116e+07,0.846435,0.00367877,0.0036213
10.1058,8.7,9.7,9.97648e+08,4.86916e+07,5.20494e+07,0.856024,0.00418958,0.00415367
10.1058,8.8,9.8,1.22085e+09,7.18635e+07,7.85387e+07,0.861931,0.00464115,0.00459627
10.1058,8.9,9.9,1.51822e+09,1.09608e+08,1.22582e+08,0.867845,0.00519849,0.00519397
10.1058,9,10,1.87718e+09,1.63261e+08,1.86633e+08,0.872337,0.00606855,0.00595817
10.1058,9.1,10.1,2.32209e+09,2.31849e+08,2.61983e+08,0.874127,0.00754233,0.00749354
10.1058,9.2,10.2,3.20546e+09,4.18421e+08,5.24121e+08,0.878353,0.009636,0.00955189
10.1058,9.3,10.3,4.18944e+09,6.67816e+08,8.63387e+08,0.885421,0.0105758,0.010759
10.1058,9.4,10.4,5.14475e+09,1.04681e+09,1.40797e+09,0.879779,0.0115153,0.011856
10.1058,9.5,10.5,6.40652e+09,1.45643e+09,2.00008e+09,0.887659,0.0133772,0.0139955
10.1058,9.6,10.6,7.64014e+09,1.88164e+09,2.56948e+09,0.881314,0.0150382,0.0156593
10.1058,9.7,10.7,9.18149e+09,2.48357e+09,3.30842e+09,0.887878,0.01947,0.0193302
10.1058,9.8,10.8,1.15422e+10,3.53194e+09,4.25858e+09,0.875783,0.0206551,0.0184919
10.1058,9.9,10.9,1.43413e+10,4.72081e+09,4.76877e+09,0.884564,0.0156559,0.0141813
10.1058,10,11,1.84023e+10,3.29918e+09,5.05435e+09,0.881635,0.0248215,0.0275926
10.1058,10.1,11.1,1.84023e+10,3.29918e+09,5.05435e+09,0.881635,0.0248215,0.0275926
10.1058,10.2,11.2,2.00519e+10,3.40476e+09,3.40476e+09,0.867839,0.0110252,0.0110252
10.1058,10.3,11.3,2.34566e+10,0,0,0.856814,0,0
10.1058,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
10.1058,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
10.2846,7.5,8.5,7.98341e+07,780945,793080,0.58769,0.00172199,0.00173254
10.2846,7.6,8.6,9.8078e+07,1.07844e+06,1.09215e+06,0.614778,0.00187954,0.00187428
10.2846,7.7,8.7,1.19899e+08,1.48714e+06,1.49898e+06,0.643018,0.00201875,0.00201745
10.2846,7.8,8.8,1.48315e+08,2.08727e+06,2.12818e+06,0.672746,0.00218599,0.00219867
10.2846,7.9,8.9,1.84269e+08,2.95838e+06,3.00086e+06,0.703536,0.002357,0.00239325
10.2846,8,9,2.27558e+08,4.13306e+06,4.20926e+06,0.731993,0.00252763,0.00253718
10.2846,8.1,9.1,2.82861e+08,5.90952e+06,6.12945e+06,0.758346,0.0026929,0.0026767
10.2846,8.2,9.2,3.50911e+08,8.60148e+06,8.75161e+06,0.781327,0.00289342,0.00289721
10.2846,8.3,9.3,4.29279e+08,1.16449e+07,1.20125e+07,0.800714,0.00316878,0.00311416
10.2846,8.4,9.4,5.25451e+08,1.62203e+07,1.69924e+07,0.819047,0.00335647,0.00333263
10.2846,8.5,9.5,6.45817e+08,2.34519e+07,2.48988e+07,0.83517,0.0035285,0.0035
10.2846,8.6,9.6,8.04456e+08,3.61248e+07,3.81259e+07,0.846659,0.00398582,0.00390195
10.2846,8.7,9.7,9.83618e+08,5.04058e+07,5.41068e+07,0.854828,0.00464262,0.00457807
10.2846,8.8,9.8,1.23194e+09,7.67488e+07,8.44118e+07,0.863644,0.0052429,0.00518524
10.2846,8.9,9.9,1.51049e+09,1.12175e+08,1.26077e+08,0.869208,0.00594073,0.00599513
10.2846,9,10,1.82311e+09,1.58187e+08,1.79147e+08,0.873797,0.00718018,0.00713218
10.2846,9.1,10.1,2.28256e+09,2.28442e+08,2.61197e+08,0.876604,0.00862931,0.00850517
10.2846,9.2,10.2,3.1039e+09,4.02742e+08,5.17229e+08,0.877717,0.0106094,0.0108972
10.2846,9.3,10.3,3.88097e+09,6.35564e+08,8.50764e+08,0.884743,0.0108859,0.0114347
10.2846,9.4,10.4,5.04359e+09,1.09115e+09,1.47534e+09,0.881707,0.0124131,0.0132238
10.2846,9.5,10.5,6.20527e+09,1.51583e+09,2.0308e+09,0.887091,0.0146943,0.0165651
10.2846,9.6,10.6,8.20858e+09,2.29607e+09,3.02651e+09,0.881072,0.0144641,0.0167094
10.2846,9.7,10.7,9.35535e+09,2.74981e+09,3.51687e+09,0.878073,0.0156562,0.0192487
10.2846,9.8,10.8,1.19728e+10,3.63806e+09,4.3994e+09,0.873628,0.0161035,0.0140136
10.2846,9.9,10.9,1.45747e+10,4.56195e+09,4.31873e+09,0.879005,0.0169238,0.0149748
10.2846,10,11,1.67578e+10,3.09666e+09,3.87973e+09,0.877893,0.0225651,0.0208906
10.2846,10.1,11.1,1.67578e+10,3.09666e+09,3.87973e+09,0.877893,0.0225651,0.0208906
10.2846,10.2,11.2,1.83061e+10,2.3314e+09,2.3314e+09,0.867448,0.0121198,0.0121198
10.2846,10.3,11.3,2.06375e+10,0,0,0.855328,0,0
10.2846,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
10.2846,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
10.4708,7.5,8.5,7.92682e+07,800114,805316,0.588097,0.00177927,0.00179026
10.4708,7.6,8.6,9.74759e+07,1.10429e+06,1.12361e+06,0.615387,0.00191994,0.00194448
10.4708,7.7,8.7,1.19369e+08,1.5518e+06,1.55719e+06,0.643226,0.00208077,0.00210358
10.4708,7.8,8.8,1.47053e+08,2.12705e+06,2.1427e+06,0.672394,0.00229093,0.00226561
10.4708,7.9,8.9,1.82529e+08,3.01914e+06,3.06373e+06,0.702492,0.00246901,0.00244837
10.4708,8,9,2.26732e+08,4.28555e+06,4.38477e+06,0.732232,0.0026332,0.00263487
10.4708,8.1,9.1,2.80774e+08,6.1502e+06,6.30133e+06,0.75746,0.00278237,0.00279148
10.4708,8.2,9.2,3.46455e+08,8.77005e+06,8.86449e+06,0.779658,0.00304359,0.00302928
10.4708,8.3,9.3,4.23065e+08,1.19094e+07,1.22009e+07,0.799785,0.00331327,0.00327216
10.4708,8.4,9.4,5.17572e+08,1.67089e+07,1.73353e+07,0.817531,0.00353951,0.00352286
10.4708,8.5,9.5,6.32465e+08,2.39729e+07,2.54031e+07,0.833656,0.00374221,0.00371234
10.4708,8.6,9.6,7.88665e+08,3.6163e+07,3.83889e+07,0.84386,0.00427384,0.00421783
10.4708,8.7,9.7,9.97355e+08,5.56576e+07,6.04277e+07,0.85324,0.00487194,0.00481689
10.4708,8.8,9.8,1.21859e+09,8.05849e+07,8.8294e+07,0.861999,0.00534018,0.00527738
10.4708,8.9,9.9,1.5205e+09,1.20971e+08,1.37385e+08,0.867923,0.00616,0.00611791
10.4708,9,10,1.83689e+09,1.65726e+08,1.84483e+08,0.870997,0.00737149,0.00726215
10.4708,9.1,10.1,2.39227e+09,2.82823e+08,3.49071e+08,0.874298,0.00855997,0.0084553
10.4708,9.2,10.2,3.25959e+09,4.99699e+08,6.71581e+08,0.876759,0.0110066,0.010961
10.4708,9.3,10.3,4.04894e+09,7.84948e+08,1.04278e+09,0.878111,0.0113531,0.0113209
10.4708,9.4,10.4,4.91163e+09,1.05118e+09,1.41159e+09,0.881395,0.0150425,0.014701
10.4708,9.5,10.5,5.84626e+09,1.40814e+09,1.89809e+09,0.877902,0.0169726,0.0168768
10.4708,9.6,10.6,7.26223e+09,2.00269e+09,2.57316e+09,0.875115,0.0190105,0.0185744
10.4708,9.7,10.7,9.49979e+09,2.95081e+09,3.47341e+09,0.868189,0.0161522,0.0150037
10.4708,9.8,10.8,1.20454e+10,3.78938e+09,3.78938e+09,0.881458,0.0155416,0.0113032
10.4708,9.9,10.9,1.52897e+10,2.72537e+09,2.71511e+09,0.877146,0.0241261,0.0215851
10.4708,10,11,1.52897e+10,2.72537e+09,2.71511e+09,0.877146,0.0241261,0.0215851
10.4708,10.1,11.1,1.66524e+10,1.35243e+09,1.35243e+09,0.866353,0.0133336,0.0133336
10.4708,10.2,11.2,1.80048e+10,0,0,0.85302,0,0
10.4708,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
10.4708,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
10.4708,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
10.6649,7.5,8.5,7.87311e+07,808996,819679,0.588613,0.00185196,0.00184258
10.6649,7.6,8.6,9.67082e+07,1.1345e+06,1.15474e+06,0.61512,0.00201666,0.00202561
10.6649,7.7,8.7,1.18128e+08,1.56648e+06,1.59062e+06,0.642593,0.00218357,0.0021729
10.6649,7.8,8.8,1.45731e+08,2.18056e+06,2.21315e+06,0.672975,0.00236313,0.00236161
10.6649,7.9,8.9,1.8159e+08,3.10723e+06,3.17628e+06,0.703828,0.00254778,0.00254531
10.6649,8,9,2.2427e+08,4.38069e+06,4.49524e+06,0.7327,0.00272287,0.00272295
10.6649,8.1,9.1,2.77877e+08,6.33716e+06,6.46846e+06,0.757945,0.00295093,0.00292926
10.6649,8.2,9.2,3.41059e+08,8.84009e+06,9.13867e+06,0.780474,0.00320546,0.00315748
10.6649,8.3,9.3,4.2226e+08,1.25693e+07,1.31133e+07,0.801586,0.00339215,0.00342748
10.6649,8.4,9.4,5.14194e+08,1.73311e+07,1.82265e+07,0.819693,0.00362693,0.00357502
10.6649,8.5,9.5,6.32772e+08,2.62616e+07,2.78809e+07,0.834691,0.0038758,0.0037885
10.6649,8.6,9.6,7.90154e+08,3.86882e+07,4.17691e+07,0.843185,0.00451145,0.00445387
10.6649,8.7,9.7,9.8899e+08,5.78673e+07,6.2964e+07,0.853018,0.00517715,0.00508944
10.6649,8.8,9.8,1.19661e+09,7.87576e+07,8.76839e+07,0.861862,0.00575377,0.00565021
10.6649,8.9,9.9,1.49743e+09,1.21103e+08,1.36506e+08,0.8688,0.0064844,0.00638982
10.6649,9,10,1.79807e+09,1.62519e+08,1.84189e+08,0.872195,0.00762972,0.00756694
10.6649,9.1,10.1,2.33127e+09,2.79942e+08,3.58082e+08,0.878017,0.00973484,0.00949053
10.6649,9.2,10.2,3.0502e+09,4.93892e+08,6.7579e+08,0.879623,0.0111298,0.0111036
10.6649,9.3,10.3,4.13291e+09,8.77205e+08,1.18512e+09,0.882594,0.012958,0.0131889
10.6649,9.4,10.4,4.73965e+09,1.10006e+09,1.46575e+09,0.890095,0.0135962,0.014351
10.6649,9.5,10.5,6.40102e+09,1.80615e+09,2.28761e+09,0.876465,0.0154274,0.0174166
10.6649,9.6,10.6,7.83637e+09,2.38754e+09,2.92657e+09,0.875302,0.0180267,0.0184974
10.6649,9.7,10.7,1.01979e+10,3.18914e+09,3.43973e+09,0.869711,0.0161403,0.019246
10.6649,9.8,10.8,1.11655e+10,3.51655e+09,3.51655e+09,0.875646,0.0165514,0.0190644
10.6649,9.9,10.9,1.41996e+10,2.41214e+09,2.04896e+09,0.873777,0.02191,0.0361931
10.6649,10,11,1.41996e+10,2.41214e+09,2.04896e+09,0.873777,0.02191,0.0361931
10.6649,10.1,11.1,1.54057e+10,8.42886e+08,8.42886e+08,0.855681,0.0038135,0.0038135
10.6649,10.2,11.2,1.62485e+10,0,0,0.851867,0,0
10.6649,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
10.6649,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
10.6649,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
10.8673,7.5,8.5,7.84472e+07,845474,850257,0.588557,0.00191677,0.00190782
10.8673,7.6,8.6,9.6483e+07,1.17628e+06,1.18563e+06,0.61548,0.00207102,0.002104
10.8673,7.7,8.7,1.17473e+08,1.61745e+06,1.63346e+06,0.642379,0.00226596,0.00225358
10.8673,7.8,8.8,1.45218e+08,2.26593e+06,2.28103e+06,0.67217,0.00246415,0.00246083
10.8673,7.9,8.9,1.80774e+08,3.1875e+06,3.26651e+06,0.704094,0.00265568,0.00268446
10.8673,8,9,2.22345e+08,4.49552e+06,4.60033e+06,0.731342,0.00285145,0.00283968
10.8673,8.1,9.1,2.76538e+08,6.52264e+06,6.69522e+06,0.757785,0.00306096,0.00304201
10.8673,8.2,9.2,3.36152e+08,9.01275e+06,9.32013e+06,0.779176,0.00334118,0.00331506
10.8673,8.3,9.3,4.15708e+08,1.28944e+07,1.33912e+07,0.800859,0.00351658,0.00347482
10.8673,8.4,9.4,5.07229e+08,1.82073e+07,1.90062e+07,0.81846,0.00377477,0.00373829
10.8673,8.5,9.5,6.27084e+08,2.71574e+07,2.92704e+07,0.832095,0.00403531,0.00403602
10.8673,8.6,9.6,7.8721e+08,4.0988e+07,4.40838e+07,0.843111,0.00480486,0.00476338
10.8673,8.7,9.7,9.75274e+08,6.06046e+07,6.61179e+07,0.852229,0.00545108,0.00535829
10.8673,8.8,9.8,1.206e+09,8.54856e+07,9.61392e+07,0.861539,0.00598344,0.00588446
10.8673,8.9,9.9,1.46204e+09,1.18666e+08,1.37371e+08,0.866379,0.00698421,0.006933
10.8673,9,10,1.75789e+09,1.6083e+08,1.84408e+08,0.871205,0.00848822,0.00830044
10.8673,9.1,10.1,2.33864e+09,2.90874e+08,3.79516e+08,0.873746,0.0110169,0.0107663
10.8673,9.2,10.2,3.21817e+09,6.22871e+08,8.28154e+08,0.875219,0.0118595,0.0118051
10.8673,9.3,10.3,3.94894e+09,8.6066e+08,1.14528e+09,0.879146,0.0148871,0.0147211
10.8673,9.4,10.4,4.651e+09,1.13991e+09,1.49547e+09,0.883725,0.0149791,0.0159083
10.8673,9.5,10.5,6.29188e+09,1.82965e+09,2.2785e+09,0.879681,0.016886,0.0193103
10.8673,9.6,10.6,8.09855e+09,2.47924e+09,2.86909e+09,0.881375,0.0214583,0.0222907
10.8673,9.7,10.7,1.0242e+10,3.10908e+09,3.10908e+09,0.884431,0.0248511,0.0219391
10.8673,9.8,10.8,1.1332e+10,3.15465e+09,2.57017e+09,0.882178,0.0298364,0.0286514
10.8673,9.9,10.9,1.29837e+10,1.83699e+09,1.24212e+09,0.880059,0.0397818,0.0416504
10.8673,10,11,1.29837e+10,1.83699e+09,1.24212e+09,0.880059,0.0397818,0.0416504
10.8673,10.1,11.1,1.39022e+10,3.23626e+08,3.23626e+08,0.859233,0.0189566,0.0189566
10.8673,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
10.8673,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
10.8673,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
10.8673,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
11.0788,7.5,8.5,7.81806e+07,881594,885261,0.589199,0.00197855,0.00197437
11.0788,7.6,8.6,9.56768e+07,1.21896e+06,1.21808e+06,0.614875,0.00217625,0.00217059
11.0788,7.7,8.7,1.1772e+08,1.6964e+06,1.71752e+06,0.642789,0.00234877,0.00236016
11.0788,7.8,8.8,1.44287e+08,2.31616e+06,2.34938e+06,0.672002,0.0025558,0.00257161
11.0788,7.9,8.9,1.79398e+08,3.26613e+06,3.32513e+06,0.703483,0.00277991,0.00278428
11.0788,8,9,2.22631e+08,4.73276e+06,4.81538e+06,0.730516,0.00301249,0.00301546
11.0788,8.1,9.1,2.72545e+08,6.60756e+06,6.79755e+06,0.756366,0.00324564,0.0032615
11.0788,8.2,9.2,3.35211e+08,9.44038e+06,9.72545e+06,0.779053,0.00351026,0.00347448
11.0788,8.3,9.3,4.11366e+08,1.32273e+07,1.39826e+07,0.800378,0.00374139,0.00369343
11.0788,8.4,9.4,5.05178e+08,1.94462e+07,2.07588e+07,0.818531,0.00392678,0.0039476
11.0788,8.5,9.5,6.28111e+08,2.83979e+07,3.04499e+07,0.830988,0.0044516,0.00440231
11.0788,8.6,9.6,7.743e+08,4.14915e+07,4.47151e+07,0.841369,0.00526458,0.00519457
11.0788,8.7,9.7,9.77884e+08,6.13617e+07,6.77742e+07,0.853296,0.00610649,0.00601263
11.0788,8.8,9.8,1.19803e+09,8.94065e+07,1.02505e+08,0.862585,0.00670647,0.00654268
11.0788,8.9,9.9,1.42161e+09,1.16782e+08,1.3326e+08,0.865157,0.00770331,0.00767236
11.0788,9,10,1.77342e+09,1.64114e+08,1.91438e+08,0.872511,0.00983092,0.00944902
11.0788,9.1,10.1,2.355e+09,3.64066e+08,4.96284e+08,0.872752,0.0111157,0.0109244
11.0788,9.2,10.2,3.1134e+09,6.3827e+08,8.32202e+08,0.876145,0.01287,0.0125583
11.0788,9.3,10.3,3.80939e+09,8.8042e+08,1.15182e+09,0.877551,0.0169086,0.0163408
11.0788,9.4,10.4,5.01696e+09,1.37418e+09,1.7624e+09,0.885834,0.0184387,0.0194079
11.0788,9.5,10.5,6.30904e+09,1.8662e+09,2.25938e+09,0.885671,0.0233942,0.0237031
11.0788,9.6,10.6,7.97927e+09,2.4035e+09,2.63727e+09,0.882584,0.0271558,0.0268296
11.0788,9.7,10.7,9.41311e+09,2.78181e+09,2.78181e+09,0.89557,0.0295163,0.0271601
11.0788,9.8,10.8,1.19154e+10,1.39738e+09,9.05667e+08,0.899764,0.0586646,0.032754
11.0788,9.9,10.9,1.19154e+10,1.39738e+09,9.05667e+08,0.899764,0.0586646,0.032754
11.0788,10,11,1.19154e+10,1.39738e+09,9.05667e+08,0.899764,0.0586646,0.032754
11.0788,10.1,11.1,1.28211e+10,0,0,0.925675,0,0
11.0788,10.2,11.2,-9999,-9999,-9999,0.9,-9999,-9999
11.0788,10.3,11.3,-9999,-9999,-9999,0.9,-9999,-9999
11.0788,10.4,11.4,-9999,-9999,-9999,0.9,-9999,-9999
11.0788,10.5,11.5,-9999,-9999,-9999,0.9,-9999,-9999
11.3,7.5,8.5,7.80617e+07,915743,913405,0.58994,0.00205793,0.00206416
